,Unnamed: 0,book_id,title,image_url,tag_id,count,tag_name
20,25,41,"The Lightning Thief (Percy Jackson and the Olympians, #1)",https://images.gr-assets.com/books/1400602609m/28187.jpg,11305,16461,fantasy
21,26,45,Life of Pi,https://images.gr-assets.com/books/1320562005m/4214.jpg,11305,2012,fantasy
22,28,48,Fahrenheit 451,https://images.gr-assets.com/books/1351643740m/4381.jpg,11305,842,fantasy
23,29,49,"New Moon (Twilight, #2)",https://images.gr-assets.com/books/1361039440m/49041.jpg,11305,10301,fantasy
24,32,52,"Eclipse (Twilight, #3)",https://images.gr-assets.com/books/1361038355m/428263.jpg,11305,9913,fantasy
25,33,53,"Eragon (The Inheritance Cycle, #1)",https://images.gr-assets.com/books/1366212852m/113436.jpg,11305,18952,fantasy
26,34,54,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",https://images.gr-assets.com/books/1327656754m/11.jpg,11305,3428,fantasy
27,35,55,Brave New World,https://images.gr-assets.com/books/1487389574m/5129.jpg,11305,719,fantasy
28,36,56,"Breaking Dawn (Twilight, #4)",https://images.gr-assets.com/books/1361039438m/1162543.jpg,11305,596,fantasy
29,37,59,Charlotte's Web,https://images.gr-assets.com/books/1439632243m/24178.jpg,11305,1278,fantasy
30,38,62,"The Golden Compass (His Dark Materials, #1)",https://images.gr-assets.com/books/1451271747m/119322.jpg,11305,18539,fantasy
31,39,65,Slaughterhouse-Five,https://images.gr-assets.com/books/1440319389m/4981.jpg,11305,491,fantasy
33,41,70,"Ender's Game (Ender's Saga, #1)",https://images.gr-assets.com/books/1408303130m/375802.jpg,11305,2376,fantasy
34,43,72,The Shining (The Shining #1),https://images.gr-assets.com/books/1353277730m/11588.jpg,11305,558,fantasy
35,47,80,The Little Prince,https://images.gr-assets.com/books/1367545443m/157993.jpg,11305,3739,fantasy
37,51,93,The Secret Garden,https://images.gr-assets.com/books/1327873635m/2998.jpg,11305,379,fantasy
38,55,102,Where the Wild Things Are,https://images.gr-assets.com/books/1384434560m/19543.jpg,11305,1493,fantasy
40,59,110,"A Clash of Kings  (A Song of Ice and Fire, #2)",https://images.gr-assets.com/books/1358254974m/10572.jpg,11305,26321,fantasy
41,60,117,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",https://images.gr-assets.com/books/1329061522m/18131.jpg,11305,8912,fantasy
42,61,119,The Handmaid's Tale,https://images.gr-assets.com/books/1498057733m/38447.jpg,11305,1103,fantasy
43,62,122,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",https://images.gr-assets.com/books/1437733293m/37442.jpg,11305,229,fantasy
44,64,126,Dune (Dune Chronicles #1),https://images.gr-assets.com/books/1434908555m/234225.jpg,11305,2760,fantasy
46,66,135,"A Storm of Swords (A Song of Ice and Fire, #3)",https://images.gr-assets.com/books/1497931121m/62291.jpg,11305,22080,fantasy
48,74,151,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",https://images.gr-assets.com/books/1400602661m/28186.jpg,11305,10652,fantasy
50,77,155,"The Two Towers (The Lord of the Rings, #2)",https://images.gr-assets.com/books/1298415523m/15241.jpg,11305,22700,fantasy
52,80,161,"The Return of the King (The Lord of the Rings, #3)",https://images.gr-assets.com/books/1389977161m/18512.jpg,11305,21885,fantasy
54,82,165,"A Feast for Crows (A Song of Ice and Fire, #4)",https://images.gr-assets.com/books/1429538615m/13497.jpg,11305,21423,fantasy
55,84,167,"American Gods (American Gods, #1)",https://images.gr-assets.com/books/1258417001m/4407.jpg,11305,16071,fantasy
59,93,184,Matilda,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,111,fantasy
61,95,187,"Uglies (Uglies, #1)",https://images.gr-assets.com/books/1443904172m/24770.jpg,11305,1426,fantasy
63,97,189,"The Lord of the Rings (The Lord of the Rings, #1-3)",https://images.gr-assets.com/books/1411114164m/33.jpg,11305,13690,fantasy
64,98,191,Watchmen,https://images.gr-assets.com/books/1442239711m/472331.jpg,11305,960,fantasy
65,99,192,"The Name of the Wind (The Kingkiller Chronicle, #1)",https://images.gr-assets.com/books/1472068073m/186074.jpg,11305,20679,fantasy
66,102,197,"Dead Until Dark (Sookie Stackhouse, #1)",https://images.gr-assets.com/books/1468560853m/301082.jpg,11305,4300,fantasy
68,105,204,A Christmas Carol,https://images.gr-assets.com/books/1406512317m/5326.jpg,11305,1128,fantasy
69,106,205,"Interview with the Vampire (The Vampire Chronicles, #1)",https://images.gr-assets.com/books/1380631642m/43763.jpg,11305,2023,fantasy
70,108,213,The Metamorphosis,https://images.gr-assets.com/books/1359061917m/485894.jpg,11305,1002,fantasy
71,109,214,"The Titan's Curse (Percy Jackson and the Olympians, #3)",https://images.gr-assets.com/books/1361038385m/561456.jpg,11305,9592,fantasy
74,113,223,"Artemis Fowl (Artemis Fowl, #1)",https://images.gr-assets.com/books/1327945104m/249747.jpg,11305,7840,fantasy
76,115,229,Alice's Adventures in Wonderland & Through the Looking-Glass,https://images.gr-assets.com/books/1327872220m/24213.jpg,11305,4977,fantasy
77,116,232,"The Gunslinger (The Dark Tower, #1)",https://images.gr-assets.com/books/1375776480m/43615.jpg,11305,8723,fantasy
78,122,245,Bridge to Terabithia,https://images.gr-assets.com/books/1327880087m/2839.jpg,11305,1299,fantasy
79,123,246,"Marked (House of Night, #1)",https://images.gr-assets.com/books/1317067002m/30183.jpg,11305,2601,fantasy
81,128,255,Atlas Shrugged,https://images.gr-assets.com/books/1405868167m/662.jpg,11305,64,fantasy
82,129,257,Alice in Wonderland,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,3840,fantasy
84,132,263,Ella Enchanted,https://images.gr-assets.com/books/1410727190m/24337.jpg,11305,6357,fantasy
85,134,271,Flowers for Algernon,https://images.gr-assets.com/books/1367141311m/18373.jpg,11305,148,fantasy
86,136,276,Foundation (Foundation #1),https://images.gr-assets.com/books/1417900846m/29579.jpg,11305,286,fantasy
89,141,282,Coraline,https://images.gr-assets.com/books/1493497435m/17061.jpg,11305,7964,fantasy
90,142,283,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",https://images.gr-assets.com/books/1392528568m/12067.jpg,11305,11127,fantasy
91,143,289,"Watership Down (Watership Down, #1)",https://images.gr-assets.com/books/1405136931m/76620.jpg,11305,3800,fantasy
94,150,298,The Time Machine,https://images.gr-assets.com/books/1327942880m/2493.jpg,11305,796,fantasy
98,155,314,"Inkheart (Inkworld, #1)",https://images.gr-assets.com/books/1328866790m/28194.jpg,11305,2452,fantasy
100,157,322,Neverwhere,https://images.gr-assets.com/books/1348747943m/14497.jpg,11305,12777,fantasy
101,159,330,"The Eye of the World (Wheel of Time, #1)",https://images.gr-assets.com/books/1337818095m/228665.jpg,11305,13093,fantasy
102,161,335,James and the Giant Peach,https://images.gr-assets.com/books/1320412586m/6689.jpg,11305,2132,fantasy
103,162,337,The Ultimate Hitchhiker's Guide to the Galaxy,https://images.gr-assets.com/books/1404613595m/13.jpg,11305,933,fantasy
106,167,345,"Eldest (The Inheritance Cycle, #2)",https://images.gr-assets.com/books/1387119654m/45978.jpg,11305,542,fantasy
109,174,356,"The Bad Beginning (A Series of Unfortunate Events, #1)",https://images.gr-assets.com/books/1490085391m/78411.jpg,11305,553,fantasy
110,176,360,Do Androids Dream of Electric Sheep?,https://images.gr-assets.com/books/1435458683m/7082.jpg,11305,325,fantasy
111,178,364,How the Grinch Stole Christmas!,https://images.gr-assets.com/books/1327958149m/113946.jpg,11305,250,fantasy
112,179,365,V for Vendetta,https://images.gr-assets.com/books/1343668985m/5805.jpg,11305,192,fantasy
113,181,368,"The Subtle Knife (His Dark Materials, #2)",https://images.gr-assets.com/books/1451271814m/119324.jpg,11305,11166,fantasy
115,183,371,Stranger in a Strange Land,https://images.gr-assets.com/books/1156897088m/350.jpg,11305,424,fantasy
116,184,373,The BFG,https://images.gr-assets.com/books/1327872673m/6319.jpg,11305,2001,fantasy
118,187,377,Stardust,https://images.gr-assets.com/books/1459127484m/16793.jpg,11305,14088,fantasy
121,192,389,"The Final Empire (Mistborn, #1)",https://images.gr-assets.com/books/1480717416m/68428.jpg,11305,15166,fantasy
122,194,391,The Lorax,https://images.gr-assets.com/books/1327879938m/7784.jpg,11305,247,fantasy
126,204,416,The Witches,https://images.gr-assets.com/books/1351707720m/6327.jpg,11305,1859,fantasy
129,208,422,"Harry Potter Boxset (Harry Potter, #1-7)",https://images.gr-assets.com/books/1392579059m/862041.jpg,11305,377,fantasy
131,212,429,"The Color of Magic (Discworld, #1; Rincewind #1)",https://images.gr-assets.com/books/1407111017m/34497.jpg,11305,11255,fantasy
132,213,430,Kafka on the Shore,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,810,fantasy
133,214,432,"I, Robot (Robot #0.1)",https://images.gr-assets.com/books/1388321463m/41804.jpg,11305,185,fantasy
135,220,442,Snow Crash,https://images.gr-assets.com/books/1477624625m/830.jpg,11305,325,fantasy
136,221,444,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,449,fantasy
137,222,447,"Brisingr (The Inheritance Cycle, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,8937,fantasy
138,224,450,"Storm Front (The Dresden Files, #1)",https://images.gr-assets.com/books/1419456275m/47212.jpg,11305,8018,fantasy
140,226,454,If You Give a Mouse a Cookie,https://images.gr-assets.com/books/1276046901m/767680.jpg,11305,99,fantasy
141,227,457,The Historian,https://images.gr-assets.com/books/1338298031m/10692.jpg,11305,1565,fantasy
144,232,466,The Hobbit: Graphic Novel,https://images.gr-assets.com/books/1374681632m/659469.jpg,11305,1697,fantasy
145,233,467,The Brief Wondrous Life of Oscar Wao,https://images.gr-assets.com/books/1391409748m/297673.jpg,11305,69,fantasy
146,234,469,Fantastic Beasts and Where to Find Them,https://images.gr-assets.com/books/1303738520m/41899.jpg,11305,104,fantasy
147,236,480,"The Amber Spyglass (His Dark Materials, #3)",https://images.gr-assets.com/books/1329189152m/18122.jpg,11305,10215,fantasy
148,237,481,"Wizard's First Rule (Sword of Truth, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,8032,fantasy
149,238,486,"The City of Ember (Book of Ember, #1)",https://images.gr-assets.com/books/1397931596m/307791.jpg,11305,1533,fantasy
151,247,503,"2001: A Space Odyssey (Space Odyssey, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,153,fantasy
152,248,505,"Left Behind (Left Behind, #1)",https://images.gr-assets.com/books/1406505054m/27523.jpg,11305,231,fantasy
153,251,510,"The Great Hunt (Wheel of Time, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,8912,fantasy
154,254,518,Peter Pan,https://images.gr-assets.com/books/1337714526m/34268.jpg,11305,3591,fantasy
155,255,519,"Pretties (Uglies, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,342,fantasy
156,256,520,The Wind-Up Bird Chronicle,https://images.gr-assets.com/books/1327872639m/11275.jpg,11305,591,fantasy
157,257,522,Cloud Atlas,https://images.gr-assets.com/books/1406383769m/49628.jpg,11305,313,fantasy
159,260,527,"Living Dead in Dallas (Sookie Stackhouse, #2)",https://images.gr-assets.com/books/1329501808m/110494.jpg,11305,3049,fantasy
160,261,528,"The Dragon Reborn (Wheel of Time, #3)",https://images.gr-assets.com/books/1480096580m/34897.jpg,11305,8255,fantasy
161,262,529,Gulliver's Travels,https://images.gr-assets.com/books/1427829692m/7733.jpg,11305,1624,fantasy
164,267,540,A Little Princess,https://images.gr-assets.com/books/1327868556m/3008.jpg,11305,62,fantasy
165,268,542,"The Horse and His Boy (Chronicles of Narnia, #5)",https://images.gr-assets.com/books/1388210968m/84119.jpg,11305,8813,fantasy
167,270,545,The Velveteen Rabbit,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,336,fantasy
168,271,547,The War of the Worlds,https://images.gr-assets.com/books/1320391644m/8909.jpg,11305,398,fantasy
169,272,549,Corduroy,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,76,fantasy
170,277,558,"Dead to the World (Sookie Stackhouse, #4)",https://images.gr-assets.com/books/1468561630m/140077.jpg,11305,2679,fantasy
171,278,561,The Phantom Tollbooth,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,2880,fantasy
173,280,563,"Club Dead (Sookie Stackhouse, #3)",https://images.gr-assets.com/books/1329501590m/140082.jpg,11305,2768,fantasy
174,281,565,"The Well of Ascension (Mistborn, #2)",https://images.gr-assets.com/books/1480717596m/68429.jpg,11305,9742,fantasy
175,282,568,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",https://images.gr-assets.com/books/1327892039m/59960.jpg,11305,123,fantasy
176,283,569,"The Angel Experiment (Maximum Ride, #1)",https://images.gr-assets.com/books/1339277875m/13152.jpg,11305,1500,fantasy
177,284,572,"Oryx and Crake (MaddAddam, #1)",https://images.gr-assets.com/books/1494109986m/46756.jpg,11305,568,fantasy
178,287,577,Tuck Everlasting,https://images.gr-assets.com/books/1445184695m/84981.jpg,11305,2269,fantasy
181,294,586,"A Great and Terrible Beauty (Gemma Doyle, #1)",https://images.gr-assets.com/books/1284558475m/3682.jpg,11305,1401,fantasy
182,295,592,The Master and Margarita,https://images.gr-assets.com/books/1327867963m/117833.jpg,11305,1039,fantasy
183,296,593,"A Wizard of Earthsea (Earthsea Cycle, #1)",https://images.gr-assets.com/books/1353424536m/13642.jpg,11305,316,fantasy
184,298,598,"Assassin's Apprentice (Farseer Trilogy, #1)",https://images.gr-assets.com/books/1320339497m/45107.jpg,11305,1767,fantasy
185,299,599,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,958,fantasy
187,301,601,The Tale of Peter Rabbit,https://images.gr-assets.com/books/1485118382m/19321.jpg,11305,174,fantasy
188,302,602,"The Silver Chair (Chronicles of Narnia, #4)",https://images.gr-assets.com/books/1336139237m/65641.jpg,11305,7969,fantasy
189,303,603,"The Hero of Ages (Mistborn, #3)",https://images.gr-assets.com/books/1480717763m/2767793.jpg,11305,978,fantasy
190,304,606,Jonathan Livingston Seagull,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,346,fantasy
192,307,611,The Silmarillion (Middle-Earth Universe),https://images.gr-assets.com/books/1336502583m/7332.jpg,11305,291,fantasy
193,308,612,"The Drawing of the Three (The Dark Tower, #2)",https://images.gr-assets.com/books/1370918050m/5094.jpg,11305,4851,fantasy
194,311,620,"The Mists of Avalon (Avalon, #1)",https://images.gr-assets.com/books/1388857089m/402045.jpg,11305,7458,fantasy
195,312,624,"All Together Dead (Sookie Stackhouse, #7)",https://images.gr-assets.com/books/1417964062m/140075.jpg,11305,2245,fantasy
196,313,626,The Polar Express,https://images.gr-assets.com/books/1356707942m/420282.jpg,11305,323,fantasy
197,314,627,The True Story of the 3 Little Pigs,https://images.gr-assets.com/books/1327884731m/125507.jpg,11305,205,fantasy
198,315,631,"Dead as a Doornail (Sookie Stackhouse, #5)",https://images.gr-assets.com/books/1468562419m/170210.jpg,11305,2444,fantasy
199,317,633,Starship Troopers,https://images.gr-assets.com/books/1406457252m/17214.jpg,11305,107,fantasy
201,320,637,The Martian Chronicles,https://images.gr-assets.com/books/1374049948m/76778.jpg,11305,441,fantasy
202,322,641,"The Last Battle (Chronicles of Narnia, #7)",https://images.gr-assets.com/books/1308814830m/84369.jpg,11305,1290,fantasy
207,330,652,"Definitely Dead (Sookie Stackhouse, #6)",https://images.gr-assets.com/books/1468562748m/140079.jpg,11305,2332,fantasy
208,336,666,Anansi Boys,https://images.gr-assets.com/books/1479778049m/2744.jpg,11305,6666,fantasy
209,337,669,The House of the Spirits,https://images.gr-assets.com/books/1358615501m/9328.jpg,11305,339,fantasy
210,340,682,Jonathan Strange & Mr Norrell,https://images.gr-assets.com/books/1357027589m/14201.jpg,11305,8539,fantasy
214,354,720,"Bleach, Volume 01",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,275,fantasy
215,355,722,"The Shadow Rising (Wheel of Time, #4)",https://images.gr-assets.com/books/1470841890m/9539.jpg,11305,7356,fantasy
216,356,724,"From Dead to Worse (Sookie Stackhouse, #8)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,2138,fantasy
217,357,725,"The Waste Lands (The Dark Tower, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,4105,fantasy
218,359,729,"Hyperion (Hyperion Cantos, #1)",https://images.gr-assets.com/books/1405546838m/77566.jpg,11305,746,fantasy
220,362,735,Batman: The Killing Joke,https://images.gr-assets.com/books/1346331835m/96358.jpg,11305,100,fantasy
221,363,738,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",https://images.gr-assets.com/books/1351191064m/9822.jpg,11305,1377,fantasy
223,366,743,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",https://images.gr-assets.com/books/1331419009m/28881.jpg,11305,561,fantasy
224,367,746,"The Lies of Locke Lamora (Gentleman Bastard, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,10265,fantasy
226,371,751,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",https://images.gr-assets.com/books/1333577589m/8694.jpg,11305,784,fantasy
227,373,753,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,282,fantasy
228,374,755,"Mort (Death, #1; Discworld, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,6866,fantasy
230,376,760,"Ender's Shadow (Ender's Shadow, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,352,fantasy
231,379,766,Preludes & Nocturnes (The Sandman #1),https://images.gr-assets.com/books/1411609637m/23754.jpg,11305,3184,fantasy
233,382,780,Calvin and Hobbes,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,21,fantasy
234,383,781,"Specials (Uglies, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,774,fantasy
236,385,784,For One More Day,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,66,fantasy
237,387,789,Foundation and Empire (Foundation #2),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,119,fantasy
238,388,792,The Complete Grimm's Fairy Tales,https://images.gr-assets.com/books/1369540060m/22917.jpg,11305,1553,fantasy
240,393,803,"Fruits Basket, Vol. 1",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,417,fantasy
242,396,806,"Wizard and Glass (The Dark Tower, #4)",https://images.gr-assets.com/books/1327946510m/5096.jpg,11305,3791,fantasy
243,398,808,The Invention of Hugo Cabret,https://images.gr-assets.com/books/1422312376m/9673436.jpg,11305,605,fantasy
244,399,809,Brave New World / Brave New World Revisited,https://images.gr-assets.com/books/1331315450m/5479.jpg,11305,59,fantasy
246,402,817,"Howl's Moving Castle (Howl's Moving Castle, #1)",https://images.gr-assets.com/books/1407450489m/6294.jpg,11305,2112,fantasy
247,405,826,The Wind in the Willows,https://images.gr-assets.com/books/1423183570m/5659.jpg,11305,1210,fantasy
249,408,835,"Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)",https://images.gr-assets.com/books/1435524806m/204042.jpg,11305,262,fantasy
250,410,838,"Xenocide (Ender's Saga, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,367,fantasy
252,414,846,Animal Farm / 1984,https://images.gr-assets.com/books/1327959366m/5472.jpg,11305,62,fantasy
253,418,856,"Gathering Blue (The Giver, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,67,fantasy
257,423,863,Guess How Much I Love You,https://images.gr-assets.com/books/1320457007m/301736.jpg,11305,20,fantasy
258,426,868,Pippi Longstocking,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,225,fantasy
260,428,873,"The Reptile Room (A Series of Unfortunate Events, #2)",https://images.gr-assets.com/books/1352146294m/78418.jpg,11305,825,fantasy
261,429,875,"Wicked Lovely (Wicked Lovely, #1)",https://images.gr-assets.com/books/1327814035m/305234.jpg,11305,3113,fantasy
262,431,877,The Neverending Story,https://images.gr-assets.com/books/1327871159m/27712.jpg,11305,4970,fantasy
264,435,888,Harold and the Purple Crayon,https://images.gr-assets.com/books/1327390957m/98573.jpg,11305,112,fantasy
265,438,891,"Fool Moon (The Dresden Files, #2)",https://images.gr-assets.com/books/1345556849m/91477.jpg,11305,5041,fantasy
266,440,894,"Guards! Guards! (Discworld, #8)",https://images.gr-assets.com/books/1431127356m/64216.jpg,11305,2159,fantasy
267,443,903,Anthem,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,104,fantasy
268,444,905,Cloudy With a Chance of Meatballs,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,232,fantasy
270,446,910,"Old Man's War (Old Man's War, #1)",https://images.gr-assets.com/books/1487044882m/51964.jpg,11305,115,fantasy
271,448,914,"The Forever War (The Forever War, #1)",https://images.gr-assets.com/books/1386852511m/21611.jpg,11305,13,fantasy
272,450,917,"The Blade Itself (The First Law, #1)",https://images.gr-assets.com/books/1284167912m/944073.jpg,11305,7325,fantasy
273,451,918,"The Arctic Incident (Artemis Fowl, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,3697,fantasy
274,452,923,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",https://images.gr-assets.com/books/1361310229m/17402605.jpg,11305,1524,fantasy
280,463,949,"The Fires of Heaven (Wheel of Time, #5)",https://images.gr-assets.com/books/1327866286m/13895.jpg,11305,6689,fantasy
281,464,953,"The Dark Tower (The Dark Tower, #7)",https://images.gr-assets.com/books/1372296329m/5091.jpg,11305,3026,fantasy
284,467,960,"The Gathering Storm (Wheel of Time, #12)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,4793,fantasy
285,468,964,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,https://images.gr-assets.com/books/1346072396m/30.jpg,11305,105,fantasy
287,471,971,The Rainbow Fish,https://images.gr-assets.com/books/1328755881m/766020.jpg,11305,52,fantasy
288,473,974,The Man in the High Castle,https://images.gr-assets.com/books/1448756803m/216363.jpg,11305,269,fantasy
289,478,980,"Moon Called (Mercy Thompson, #1)",https://images.gr-assets.com/books/1272070347m/71811.jpg,11305,2793,fantasy
290,479,981,"Blue Bloods (Blue Bloods, #1)",https://images.gr-assets.com/books/1322281515m/872333.jpg,11305,1100,fantasy
295,486,998,The Monster at the End of this Book,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,27,fantasy
298,492,1014,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",https://images.gr-assets.com/books/1369563116m/8698.jpg,11305,671,fantasy
299,493,1015,Steppenwolf,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,61,fantasy
300,494,1018,"Royal Assassin (Farseer Trilogy, #2)",https://images.gr-assets.com/books/1387145228m/68487.jpg,11305,6459,fantasy
301,495,1019,Childhood's End,https://images.gr-assets.com/books/1320552628m/414999.jpg,11305,101,fantasy
302,496,1020,The Tale of Despereaux,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,1900,fantasy
304,498,1023,"Lord of Chaos (Wheel of Time, #6)",https://images.gr-assets.com/books/1480096417m/35231.jpg,11305,6406,fantasy
307,502,1032,"Fablehaven (Fablehaven, #1)",https://images.gr-assets.com/books/1460309528m/44652.jpg,11305,892,fantasy
308,503,1033,"The Wide Window (A Series of Unfortunate Events, #3)",https://images.gr-assets.com/books/1320705923m/438492.jpg,11305,717,fantasy
309,504,1034,"Grave Peril (The Dresden Files, #3)",https://images.gr-assets.com/books/1266470209m/91476.jpg,11305,4334,fantasy
310,506,1042,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),https://images.gr-assets.com/books/1404697381m/365.jpg,11305,344,fantasy
313,510,1049,"Elantris (Elantris, #1)",https://images.gr-assets.com/books/1475740953m/68427.jpg,11305,1027,fantasy
315,512,1053,"Song of Susannah (The Dark Tower, #6)",https://images.gr-assets.com/books/1372296326m/5093.jpg,11305,3043,fantasy
