book_id,title,image_url,tag_id,count,tag_name_x,genres
565,"The Well of Ascension (Mistborn, #2)",https://images.gr-assets.com/books/1480717596m/68429.jpg,11305,9742,fantasy,fantasy|romance|adventure
312,The Graveyard Book,https://images.gr-assets.com/books/1303859949m/2213661.jpg,11305,9736,fantasy,fantasy|horror|mystery
214,"The Titan's Curse (Percy Jackson and the Olympians, #3)",https://images.gr-assets.com/books/1361038385m/561456.jpg,11305,9592,fantasy,fantasy|adventure|romance
139,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",https://images.gr-assets.com/books/1472782916m/9460487.jpg,11305,9445,fantasy,fantasy|mystery|horror
153,"City of Ashes (The Mortal Instruments, #2)",https://images.gr-assets.com/books/1432730356m/1582996.jpg,11305,9290,fantasy,fantasy|romance|paranormal-romance
159,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",https://images.gr-assets.com/books/1443142158m/2120932.jpg,11305,9218,fantasy,fantasy|adventure|romance
535,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",https://images.gr-assets.com/books/1461353773m/8490112.jpg,11305,9152,fantasy,fantasy|romance|paranormal-romance
16,"The Girl with the Dragon Tattoo (Millennium, #1)",https://images.gr-assets.com/books/1327868566m/2429135.jpg,20939,9141,mystery,mystery|thriller|crime
50,Where the Sidewalk Ends,https://images.gr-assets.com/books/1168052448m/30119.jpg,23831,9108,poetry,poetry|fantasy
562,"The Way of Kings (The Stormlight Archive, #1)",https://images.gr-assets.com/books/1388184640m/7235533.jpg,11305,9034,fantasy,fantasy|adventure
399,The Tales of Beedle the Bard,https://images.gr-assets.com/books/1373467575m/3950967.jpg,11305,9004,fantasy,fantasy|adventure|fairytale
447,"Brisingr (The Inheritance Cycle, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,8937,fantasy,fantasy|adventure|romance
510,"The Great Hunt (Wheel of Time, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,8912,fantasy,fantasy|adventure|romance
117,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",https://images.gr-assets.com/books/1329061522m/18131.jpg,11305,8912,fantasy,fantasy|adventure|science
175,"The Last Olympian (Percy Jackson and the Olympians, #5)",https://images.gr-assets.com/books/1327924597m/4502507.jpg,11305,8869,fantasy,fantasy|adventure|romance
542,"The Horse and His Boy (Chronicles of Narnia, #5)",https://images.gr-assets.com/books/1388210968m/84119.jpg,11305,8813,fantasy,fantasy|adventure|religion
200,And Then There Were None,https://images.gr-assets.com/books/1391120695m/16299.jpg,20939,8809,mystery,mystery|crime|thriller
10,Pride and Prejudice,https://images.gr-assets.com/books/1320399351m/1885.jpg,26138,8756,romance,romance|drama|history
232,"The Gunslinger (The Dark Tower, #1)",https://images.gr-assets.com/books/1375776480m/43615.jpg,11305,8723,fantasy,fantasy|horror|adventure
134,"City of Glass (The Mortal Instruments, #3)",https://images.gr-assets.com/books/1369452339m/3777732.jpg,11305,8665,fantasy,fantasy|paranormal-romance
17,"Catching Fire (The Hunger Games, #2)",https://images.gr-assets.com/books/1358273780m/6148028.jpg,11305,8658,fantasy,fantasy|romance|adventure
682,Jonathan Strange & Mr Norrell,https://images.gr-assets.com/books/1357027589m/14201.jpg,11305,8539,fantasy,fantasy|mystery|history
176,It,https://images.gr-assets.com/books/1309376909m/18342.jpg,14821,8415,horror,horror|fantasy|thriller
1728,Uprooted,https://images.gr-assets.com/books/1480121122m/22544764.jpg,11305,8342,fantasy,fantasy|romance|adventure
30,Gone Girl,https://images.gr-assets.com/books/1339602131m/8442457.jpg,20939,8307,mystery,mystery|crime|thriller
528,"The Dragon Reborn (Wheel of Time, #3)",https://images.gr-assets.com/books/1480096580m/34897.jpg,11305,8255,fantasy,fantasy|adventure
584,The Magicians (The Magicians #1),https://images.gr-assets.com/books/1313772941m/6101718.jpg,11305,8249,fantasy,fantasy|adventure|romance
842,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",https://images.gr-assets.com/books/1491595796m/16096824.jpg,11305,8190,fantasy,fantasy|romance|paranormal-romance
481,"Wizard's First Rule (Sword of Truth, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,8032,fantasy,fantasy|adventure|romance
20,"Mockingjay (The Hunger Games, #3)",https://images.gr-assets.com/books/1358275419m/7260188.jpg,11305,8021,fantasy,fantasy|romance|adventure
450,"Storm Front (The Dresden Files, #1)",https://images.gr-assets.com/books/1419456275m/47212.jpg,11305,8018,fantasy,fantasy|mystery|crime
602,"The Silver Chair (Chronicles of Narnia, #4)",https://images.gr-assets.com/books/1336139237m/65641.jpg,11305,7969,fantasy,fantasy|adventure|religion
282,Coraline,https://images.gr-assets.com/books/1493497435m/17061.jpg,11305,7964,fantasy,fantasy|horror|adventure
97,Dracula,https://images.gr-assets.com/books/1387151694m/17245.jpg,14821,7930,horror,horror|fantasy|thriller
6,The Fault in Our Stars,https://images.gr-assets.com/books/1360206420m/11870085.jpg,26138,7849,romance,romance|drama
223,"Artemis Fowl (Artemis Fowl, #1)",https://images.gr-assets.com/books/1327945104m/249747.jpg,11305,7840,fantasy,fantasy|adventure|crime
183,"Clockwork Angel (The Infernal Devices, #1)",https://images.gr-assets.com/books/1454962884m/7171637.jpg,11305,7552,fantasy,fantasy|romance|paranormal-romance
2116,"A Darker Shade of Magic (Shades of Magic, #1)",https://images.gr-assets.com/books/1400322851m/22055262.jpg,11305,7505,fantasy,fantasy|adventure|romance
237,Carrie,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,14821,7461,horror,horror|fantasy|thriller
620,"The Mists of Avalon (Avalon, #1)",https://images.gr-assets.com/books/1388857089m/402045.jpg,11305,7458,fantasy,fantasy|romance|history
722,"The Shadow Rising (Wheel of Time, #4)",https://images.gr-assets.com/books/1470841890m/9539.jpg,11305,7356,fantasy,fantasy|adventure|science
917,"The Blade Itself (The First Law, #1)",https://images.gr-assets.com/books/1284167912m/944073.jpg,11305,7325,fantasy,fantasy|adventure
1668,"Six of Crows (Six of Crows, #1)",https://images.gr-assets.com/books/1500689111m/23437156.jpg,11305,7237,fantasy,fantasy|adventure|romance
61,The Girl on the Train,https://images.gr-assets.com/books/1490903702m/22557272.jpg,20939,7100,mystery,mystery|thriller|crime
755,"Mort (Death, #1; Discworld, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,6866,fantasy,fantasy|satire|adventure
949,"The Fires of Heaven (Wheel of Time, #5)",https://images.gr-assets.com/books/1327866286m/13895.jpg,11305,6689,fantasy,fantasy|adventure|science
666,Anansi Boys,https://images.gr-assets.com/books/1479778049m/2744.jpg,11305,6666,fantasy,fantasy|adventure|horror
252,"Cinder (The Lunar Chronicles, #1)",https://images.gr-assets.com/books/1470056948m/11235712.jpg,11305,6586,fantasy,fantasy|romance|adventure
168,The Stand,https://images.gr-assets.com/books/1213131305m/149267.jpg,14821,6522,horror,horror|fantasy|thriller
933,"Fire (Graceling Realm, #2)",https://images.gr-assets.com/books/1331535456m/6137154.jpg,11305,6478,fantasy,fantasy|romance|adventure
1018,"Royal Assassin (Farseer Trilogy, #2)",https://images.gr-assets.com/books/1387145228m/68487.jpg,11305,6459,fantasy,fantasy|adventure|science
648,"Inheritance (The Inheritance Cycle, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,6456,fantasy,fantasy|adventure|romance
309,"City of Fallen Angels (The Mortal Instruments, #4)",https://images.gr-assets.com/books/1369452302m/6752378.jpg,11305,6448,fantasy,fantasy|romance|paranormal-romance
1023,"Lord of Chaos (Wheel of Time, #6)",https://images.gr-assets.com/books/1480096417m/35231.jpg,11305,6406,fantasy,fantasy|adventure|romance
71,Frankenstein,https://images.gr-assets.com/books/1381512375m/18490.jpg,14821,6371,horror,horror|fantasy|thriller
263,Ella Enchanted,https://images.gr-assets.com/books/1410727190m/24337.jpg,11305,6357,fantasy,fantasy|romance|adventure
1343,"The Light Fantastic (Discworld, #2; Rincewind #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,6319,fantasy,fantasy|adventure|satire
305,Pet Sematary,https://images.gr-assets.com/books/1308894674m/10583.jpg,14821,6222,horror,horror|thriller|fantasy
1022,"Heir of Fire (Throne of Glass, #3)",https://images.gr-assets.com/books/1460846511m/20613470.jpg,11305,6197,fantasy,fantasy|romance|adventure
137,"Outlander (Outlander, #1)",https://images.gr-assets.com/books/1402600310m/10964.jpg,26138,6193,romance,romance|fantasy|adventure
1119,"A Crown of Swords (Wheel of Time, #7)",https://images.gr-assets.com/books/1358542379m/13890.jpg,11305,6039,fantasy,fantasy|adventure|romance
672,"Murder on the Orient Express (Hercule Poirot, #10)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,20939,6016,mystery,mystery|crime|thriller
928,"The Raven Boys (The Raven Cycle, #1)",https://images.gr-assets.com/books/1477103737m/17675462.jpg,11305,5946,fantasy,fantasy|romance|mystery
253,"The Cuckoo's Calling (Cormoran Strike, #1)",https://images.gr-assets.com/books/1358716559m/16160797.jpg,20939,5929,mystery,mystery|crime|thriller
439,A Brief History of Time,https://images.gr-assets.com/books/1333578746m/3869.jpg,26816,5922,science,science|history
859,"The Way of Shadows (Night Angel, #1)",https://images.gr-assets.com/books/1327881551m/3227063.jpg,11305,5834,fantasy,fantasy|adventure|romance
379,"A Discovery of Witches (All Souls Trilogy, #1)",https://images.gr-assets.com/books/1322168805m/8667848.jpg,11305,5809,fantasy,fantasy|romance|paranormal-romance
9,"Angels & Demons  (Robert Langdon, #1)",https://images.gr-assets.com/books/1303390735m/960.jpg,20939,5740,mystery,mystery|thriller|suspense
1480,"Alanna: The First Adventure (Song of the Lioness, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,5727,fantasy,fantasy|adventure|romance
1249,"The Path of Daggers (Wheel of Time, #8)",https://images.gr-assets.com/books/1390508613m/140974.jpg,11305,5690,fantasy,fantasy|adventure|science
243,Misery,https://images.gr-assets.com/books/1270545451m/10614.jpg,14821,5668,horror,horror|thriller|suspense
2404,"Seraphina (Seraphina, #1)",https://images.gr-assets.com/books/1387577872m/19549841.jpg,11305,5659,fantasy,fantasy|romance|mystery
2471,"His Majesty's Dragon (Temeraire, #1)",https://images.gr-assets.com/books/1376392909m/28876.jpg,11305,5482,fantasy,fantasy|adventure|history
1472,"An Ember in the Ashes (An Ember in the Ashes, #1)",https://images.gr-assets.com/books/1417957944m/20560137.jpg,11305,5462,fantasy,fantasy|romance|adventure
1362,"Winter's Heart (Wheel of Time, #9)",https://images.gr-assets.com/books/1480096268m/13891.jpg,11305,5451,fantasy,fantasy|adventure|romance
98,"The Girl Who Played with Fire (Millennium, #2)",https://images.gr-assets.com/books/1351778881m/5060378.jpg,20939,5430,mystery,mystery|crime|suspense
26,"The Da Vinci Code (Robert Langdon, #2)",https://images.gr-assets.com/books/1303252999m/968.jpg,30358,5358,thriller,thriller|suspense|adventure
294,"The Son of Neptune (The Heroes of Olympus, #2)",https://images.gr-assets.com/books/1464201114m/9520360.jpg,11305,5354,fantasy,fantasy|adventure|romance
1801,"The Sword of Shannara (The Original Shannara Trilogy, #1)",https://images.gr-assets.com/books/1470063017m/15575.jpg,11305,5335,fantasy,fantasy|adventure
1693,"Pawn of Prophecy (The Belgariad, #1)",https://images.gr-assets.com/books/1391346857m/44659.jpg,11305,5296,fantasy,fantasy|adventure
319,"City of Lost Souls (The Mortal Instruments, #5)",https://images.gr-assets.com/books/1460477703m/8755776.jpg,11305,5269,fantasy,fantasy|romance|paranormal-romance
351,"Clockwork Prince (The Infernal Devices, #2)",https://images.gr-assets.com/books/1460477747m/10025305.jpg,11305,5260,fantasy,fantasy|romance|paranormal-romance
1200,"The Alloy of Law (Mistborn, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,5242,fantasy,fantasy|mystery|adventure
862,"Words of Radiance (The Stormlight Archive, #2)",https://images.gr-assets.com/books/1391535251m/17332218.jpg,11305,5232,fantasy,fantasy|adventure|romance
12,"Divergent (Divergent, #1)",https://images.gr-assets.com/books/1328559506m/13335037.jpg,11305,5134,fantasy,fantasy|romance|adventure
1264,"Queen of Shadows (Throne of Glass, #4)",https://images.gr-assets.com/books/1441230104m/18006496.jpg,11305,5105,fantasy,fantasy|romance|adventure
164,Eleanor & Park,https://images.gr-assets.com/books/1341952742m/15745753.jpg,26138,5064,romance,romance|drama
891,"Fool Moon (The Dresden Files, #2)",https://images.gr-assets.com/books/1345556849m/91477.jpg,11305,5041,fantasy,fantasy|mystery|crime
1254,"Red Seas Under Red Skies (Gentleman Bastard, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,5011,fantasy,fantasy|adventure|crime
229,Alice's Adventures in Wonderland & Through the Looking-Glass,https://images.gr-assets.com/books/1327872220m/24213.jpg,11305,4977,fantasy,fantasy|adventure|poetry
877,The Neverending Story,https://images.gr-assets.com/books/1327871159m/27712.jpg,11305,4970,fantasy,fantasy|adventure
1743,"Siege and Storm (Shadow and Bone, #2)",https://images.gr-assets.com/books/1362166252m/14061955.jpg,11305,4950,fantasy,fantasy|romance|adventure
1502,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",https://images.gr-assets.com/books/1461353798m/12812550.jpg,11305,4948,fantasy,fantasy|romance|paranormal-romance
1155,"The Amulet of Samarkand (Bartimaeus, #1)",https://images.gr-assets.com/books/1327877926m/334123.jpg,11305,4946,fantasy,fantasy|adventure|mystery
1479,"Furies of Calderon (Codex Alera, #1)",https://images.gr-assets.com/books/1329104514m/29396.jpg,11305,4853,fantasy,fantasy|adventure|romance
612,"The Drawing of the Three (The Dark Tower, #2)",https://images.gr-assets.com/books/1370918050m/5094.jpg,11305,4851,fantasy,fantasy|horror|adventure
1128,"Dragonflight (Dragonriders of Pern, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,4846,fantasy,fantasy|romance|adventure
1356,"The Warded Man (Demon Cycle, #1)",https://images.gr-assets.com/books/1354571949m/3428935.jpg,11305,4825,fantasy,fantasy|adventure|horror
1278,"Knife of Dreams (Wheel of Time, #11)",https://images.gr-assets.com/books/1397856387m/13888.jpg,11305,4816,fantasy,fantasy|adventure
2262,"Kushiel's Dart (Phèdre's Trilogy, #1)",https://images.gr-assets.com/books/1328168291m/153008.jpg,11305,4796,fantasy,fantasy|romance|adventure
278,A Light in the Attic,https://images.gr-assets.com/books/1427169918m/30118.jpg,23831,4793,poetry,poetry|fantasy
960,"The Gathering Storm (Wheel of Time, #12)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,4793,fantasy,fantasy|adventure
38,The Time Traveler's Wife,https://images.gr-assets.com/books/1437728815m/14050.jpg,26138,4778,romance,romance|fantasy|drama
460,"Clockwork Princess (The Infernal Devices, #3)",https://images.gr-assets.com/books/1436788488m/18335634.jpg,11305,4755,fantasy,fantasy|romance|paranormal-romance
1766,"Bitterblue (Graceling Realm, #3)",https://images.gr-assets.com/books/1331532273m/12680907.jpg,11305,4753,fantasy,fantasy|romance|adventure
1665,"Warbreaker (Warbreaker, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,4731,fantasy,fantasy|romance|adventure
1350,"Lirael (Abhorsen, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,4707,fantasy,fantasy|adventure|horror
4200,"The Hundred Thousand Kingdoms (Inheritance Trilogy, #1)",https://images.gr-assets.com/books/1303143211m/6437061.jpg,11305,4663,fantasy,fantasy|romance|adventure
428,"The Mark of Athena (The Heroes of Olympus, #3)",https://images.gr-assets.com/books/1464201354m/12127750.jpg,11305,4652,fantasy,fantasy|adventure|romance
663,A People's History of the United States,https://images.gr-assets.com/books/1494279423m/2767.jpg,14552,4610,history,history|science
1071,"Stone of Tears (Sword of Truth, #2)",https://images.gr-assets.com/books/1478930875m/234184.jpg,11305,4597,fantasy,fantasy|adventure|romance
239,World War Z: An Oral History of the Zombie War,https://images.gr-assets.com/books/1386328204m/8908.jpg,14821,4558,horror,horror|fantasy|thriller
128,Steve Jobs,https://images.gr-assets.com/books/1327861368m/11084145.jpg,4605,4555,biography,biography|history|autobiography
1286,Quidditch Through the Ages,https://images.gr-assets.com/books/1369689506m/111450.jpg,11305,4536,fantasy,fantasy|adventure
182,"Beautiful Creatures (Caster Chronicles, #1)",https://images.gr-assets.com/books/1327873282m/6304335.jpg,11305,4509,fantasy,fantasy|romance|paranormal-romance
1674,"Prince of Thorns (The Broken Empire, #1)",https://images.gr-assets.com/books/1327917754m/9579634.jpg,11305,4496,fantasy,fantasy|adventure|horror
1629,"The Tombs of Atuan (Earthsea Cycle, #2)",https://images.gr-assets.com/books/1417900879m/13662.jpg,11305,4482,fantasy,fantasy|adventure
1230,Before They Are Hanged (The First Law #2),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,4466,fantasy,fantasy|adventure
363,"Anna and the French Kiss (Anna and the French Kiss, #1)",https://images.gr-assets.com/books/1358271931m/6936382.jpg,26138,4421,romance,romance|travel
687,1776,https://images.gr-assets.com/books/1306787560m/1067.jpg,14552,4413,history,history|biography
370,"The Red Pyramid (Kane Chronicles, #1)",https://images.gr-assets.com/books/1366227978m/7090447.jpg,11305,4405,fantasy,fantasy|adventure|mystery
1474,"The Golem and the Jinni (The Golem and the Jinni, #1)",https://images.gr-assets.com/books/1349205573m/15819028.jpg,11305,4390,fantasy,fantasy|romance|history
2109,"Sourcery (Discworld, #5; Rincewind #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,4388,fantasy,fantasy|satire|adventure
1337,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,4376,fantasy,fantasy|satire|adventure
1924,"Reaper Man (Discworld, #11; Death, #2)",https://images.gr-assets.com/books/1389211958m/34517.jpg,11305,4367,fantasy,fantasy|satire|adventure
15,The Diary of a Young Girl,https://images.gr-assets.com/books/1358276407m/48855.jpg,14552,4359,history,history|biography|memoir
473,"In the Woods (Dublin Murder Squad, #1)",https://images.gr-assets.com/books/1348442606m/237209.jpg,20939,4357,mystery,mystery|crime|thriller
1000,"Shadow and Bone (Shadow and Bone, #1)",https://images.gr-assets.com/books/1339533695m/10194157.jpg,11305,4354,fantasy,fantasy|romance|adventure
1259,"Abhorsen (Abhorsen, #3)",https://images.gr-assets.com/books/1401683669m/334643.jpg,11305,4342,fantasy,fantasy|adventure|horror
988,"Towers of Midnight (Wheel of Time, #13)",https://images.gr-assets.com/books/1358109459m/8253920.jpg,11305,4341,fantasy,fantasy|adventure|romance
1034,"Grave Peril (The Dresden Files, #3)",https://images.gr-assets.com/books/1266470209m/91476.jpg,11305,4334,fantasy,fantasy|mystery|horror
140,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",https://images.gr-assets.com/books/1327708260m/6892870.jpg,20939,4304,mystery,mystery|thriller|crime
197,"Dead Until Dark (Sookie Stackhouse, #1)",https://images.gr-assets.com/books/1468560853m/301082.jpg,11305,4300,fantasy,fantasy|romance|mystery
1418,"Magician's Gambit (The Belgariad, #3)",https://images.gr-assets.com/books/1315276590m/44688.jpg,11305,4248,fantasy,fantasy|adventure|romance
81,The Glass Castle,https://images.gr-assets.com/books/1400930557m/7445.jpg,19733,4218,memoir,memoir|biography|autobiography
29,Romeo and Juliet,https://images.gr-assets.com/books/1327872146m/18135.jpg,26138,4204,romance,romance|drama|poetry
207,"One for the Money (Stephanie Plum, #1)",https://images.gr-assets.com/books/1316730230m/6853.jpg,20939,4193,mystery,mystery|romance|crime
2086,"Hogfather (Discworld, #20; Death, #4)",https://images.gr-assets.com/books/1416342611m/34532.jpg,11305,4187,fantasy,fantasy|satire|adventure
2390,"The Queen of the Tearling (The Queen of the Tearling, #1)",https://images.gr-assets.com/books/1417685148m/18712886.jpg,11305,4174,fantasy,fantasy|adventure|romance
206,"The Selection (The Selection, #1)",https://images.gr-assets.com/books/1322103400m/10507293.jpg,26138,4161,romance,romance|fantasy
607,"City of Heavenly Fire (The Mortal Instruments, #6)",https://images.gr-assets.com/books/1460477794m/8755785.jpg,11305,4156,fantasy,fantasy|romance|paranormal-romance
2198,"Queen of Sorcery (The Belgariad, #2)",https://images.gr-assets.com/books/1428943169m/587582.jpg,11305,4151,fantasy,fantasy|adventure|romance
3444,"The Thief (The Queen's Thief, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,4138,fantasy,fantasy|adventure|mystery
1869,"Dealing with Dragons (Enchanted Forest Chronicles, #1)",https://images.gr-assets.com/books/1385526967m/150739.jpg,11305,4138,fantasy,fantasy|adventure|fairytale
1857,"In the Hand of the Goddess (Song of the Lioness, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,4134,fantasy,fantasy|adventure|romance
1346,"Last Argument of Kings (The First Law, #3)",https://images.gr-assets.com/books/1302062699m/944076.jpg,11305,4122,fantasy,fantasy|adventure
