,book_id,title,image_url,tag_id,count,tag_name
40,69,"Insurgent (Divergent, #2)",https://images.gr-assets.com/books/1325667729m/11735983.jpg,11305,3108,fantasy
41,70,"Ender's Game (Ender's Saga, #1)",https://images.gr-assets.com/books/1408303130m/375802.jpg,11305,2376,fantasy
43,72,The Shining (The Shining #1),https://images.gr-assets.com/books/1353277730m/11588.jpg,11305,558,fantasy
47,80,The Little Prince,https://images.gr-assets.com/books/1367545443m/157993.jpg,11305,3739,fantasy
50,91,"The Maze Runner (Maze Runner, #1)",https://images.gr-assets.com/books/1375596592m/6186357.jpg,11305,2057,fantasy
51,93,The Secret Garden,https://images.gr-assets.com/books/1327873635m/2998.jpg,11305,379,fantasy
55,102,Where the Wild Things Are,https://images.gr-assets.com/books/1384434560m/19543.jpg,11305,1493,fantasy
58,105,"Allegiant (Divergent, #3)",https://images.gr-assets.com/books/1395582745m/18710190.jpg,11305,2172,fantasy
59,110,"A Clash of Kings  (A Song of Ice and Fire, #2)",https://images.gr-assets.com/books/1358254974m/10572.jpg,11305,26321,fantasy
60,117,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",https://images.gr-assets.com/books/1329061522m/18131.jpg,11305,8912,fantasy
61,119,The Handmaid's Tale,https://images.gr-assets.com/books/1498057733m/38447.jpg,11305,1103,fantasy
62,122,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",https://images.gr-assets.com/books/1437733293m/37442.jpg,11305,229,fantasy
64,126,Dune (Dune Chronicles #1),https://images.gr-assets.com/books/1434908555m/234225.jpg,11305,2760,fantasy
65,134,"City of Glass (The Mortal Instruments, #3)",https://images.gr-assets.com/books/1369452339m/3777732.jpg,11305,8665,fantasy
66,135,"A Storm of Swords (A Song of Ice and Fire, #3)",https://images.gr-assets.com/books/1497931121m/62291.jpg,11305,22080,fantasy
68,139,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",https://images.gr-assets.com/books/1472782916m/9460487.jpg,11305,9445,fantasy
74,151,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",https://images.gr-assets.com/books/1400602661m/28186.jpg,11305,10652,fantasy
75,153,"City of Ashes (The Mortal Instruments, #2)",https://images.gr-assets.com/books/1432730356m/1582996.jpg,11305,9290,fantasy
77,155,"The Two Towers (The Lord of the Rings, #2)",https://images.gr-assets.com/books/1298415523m/15241.jpg,11305,22700,fantasy
79,159,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",https://images.gr-assets.com/books/1443142158m/2120932.jpg,11305,9218,fantasy
80,161,"The Return of the King (The Lord of the Rings, #3)",https://images.gr-assets.com/books/1389977161m/18512.jpg,11305,21885,fantasy
81,163,"The Lost Hero (The Heroes of Olympus, #1)",https://images.gr-assets.com/books/1464201003m/7736182.jpg,11305,2394,fantasy
82,165,"A Feast for Crows (A Song of Ice and Fire, #4)",https://images.gr-assets.com/books/1429538615m/13497.jpg,11305,21423,fantasy
84,167,"American Gods (American Gods, #1)",https://images.gr-assets.com/books/1258417001m/4407.jpg,11305,16071,fantasy
89,175,"The Last Olympian (Percy Jackson and the Olympians, #5)",https://images.gr-assets.com/books/1327924597m/4502507.jpg,11305,8869,fantasy
91,182,"Beautiful Creatures (Caster Chronicles, #1)",https://images.gr-assets.com/books/1327873282m/6304335.jpg,11305,4509,fantasy
92,183,"Clockwork Angel (The Infernal Devices, #1)",https://images.gr-assets.com/books/1454962884m/7171637.jpg,11305,7552,fantasy
93,184,Matilda,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,111,fantasy
94,185,The Night Circus,https://images.gr-assets.com/books/1387124618m/9361589.jpg,11305,11645,fantasy
95,187,"Uglies (Uglies, #1)",https://images.gr-assets.com/books/1443904172m/24770.jpg,11305,1426,fantasy
96,188,"A Dance with Dragons (A Song of Ice and Fire, #5)",https://images.gr-assets.com/books/1327885335m/10664113.jpg,11305,18409,fantasy
97,189,"The Lord of the Rings (The Lord of the Rings, #1-3)",https://images.gr-assets.com/books/1411114164m/33.jpg,11305,13690,fantasy
98,191,Watchmen,https://images.gr-assets.com/books/1442239711m/472331.jpg,11305,960,fantasy
99,192,"The Name of the Wind (The Kingkiller Chronicle, #1)",https://images.gr-assets.com/books/1472068073m/186074.jpg,11305,20679,fantasy
102,197,"Dead Until Dark (Sookie Stackhouse, #1)",https://images.gr-assets.com/books/1468560853m/301082.jpg,11305,4300,fantasy
104,202,"Hush, Hush (Hush, Hush, #1)",https://images.gr-assets.com/books/1358261334m/6339664.jpg,11305,3508,fantasy
105,204,A Christmas Carol,https://images.gr-assets.com/books/1406512317m/5326.jpg,11305,1128,fantasy
106,205,"Interview with the Vampire (The Vampire Chronicles, #1)",https://images.gr-assets.com/books/1380631642m/43763.jpg,11305,2023,fantasy
108,213,The Metamorphosis,https://images.gr-assets.com/books/1359061917m/485894.jpg,11305,1002,fantasy
109,214,"The Titan's Curse (Percy Jackson and the Olympians, #3)",https://images.gr-assets.com/books/1361038385m/561456.jpg,11305,9592,fantasy
110,215,Ready Player One,https://images.gr-assets.com/books/1500930947m/9969571.jpg,11305,1997,fantasy
112,220,Twilight: The Complete Illustrated Movie Companion,https://images.gr-assets.com/books/1352539022m/3609760.jpg,11305,158,fantasy
113,223,"Artemis Fowl (Artemis Fowl, #1)",https://images.gr-assets.com/books/1327945104m/249747.jpg,11305,7840,fantasy
114,224,"Fallen (Fallen, #1)",https://images.gr-assets.com/books/1440619649m/6487308.jpg,11305,3122,fantasy
115,229,Alice's Adventures in Wonderland & Through the Looking-Glass,https://images.gr-assets.com/books/1327872220m/24213.jpg,11305,4977,fantasy
116,232,"The Gunslinger (The Dark Tower, #1)",https://images.gr-assets.com/books/1375776480m/43615.jpg,11305,8723,fantasy
122,245,Bridge to Terabithia,https://images.gr-assets.com/books/1327880087m/2839.jpg,11305,1299,fantasy
123,246,"Marked (House of Night, #1)",https://images.gr-assets.com/books/1317067002m/30183.jpg,11305,2601,fantasy
126,252,"Cinder (The Lunar Chronicles, #1)",https://images.gr-assets.com/books/1470056948m/11235712.jpg,11305,6586,fantasy
128,255,Atlas Shrugged,https://images.gr-assets.com/books/1405868167m/662.jpg,11305,64,fantasy
129,257,Alice in Wonderland,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,3840,fantasy
131,259,"The Scorch Trials (Maze Runner, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,1022,fantasy
132,263,Ella Enchanted,https://images.gr-assets.com/books/1410727190m/24337.jpg,11305,6357,fantasy
134,271,Flowers for Algernon,https://images.gr-assets.com/books/1367141311m/18373.jpg,11305,148,fantasy
136,276,Foundation (Foundation #1),https://images.gr-assets.com/books/1417900846m/29579.jpg,11305,286,fantasy
137,277,The Ocean at the End of the Lane,https://images.gr-assets.com/books/1497098563m/15783514.jpg,11305,2413,fantasy
139,279,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",https://images.gr-assets.com/books/1470082995m/29056083.jpg,11305,10025,fantasy
141,282,Coraline,https://images.gr-assets.com/books/1493497435m/17061.jpg,11305,7964,fantasy
142,283,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",https://images.gr-assets.com/books/1392528568m/12067.jpg,11305,11127,fantasy
143,289,"Watership Down (Watership Down, #1)",https://images.gr-assets.com/books/1405136931m/76620.jpg,11305,3800,fantasy
146,294,"The Son of Neptune (The Heroes of Olympus, #2)",https://images.gr-assets.com/books/1464201114m/9520360.jpg,11305,5354,fantasy
147,295,11/22/63,https://images.gr-assets.com/books/1327876792m/10644930.jpg,11305,968,fantasy
150,298,The Time Machine,https://images.gr-assets.com/books/1327942880m/2493.jpg,11305,796,fantasy
152,307,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",https://images.gr-assets.com/books/1452624392m/1215032.jpg,11305,12510,fantasy
153,309,"City of Fallen Angels (The Mortal Instruments, #4)",https://images.gr-assets.com/books/1369452302m/6752378.jpg,11305,6448,fantasy
154,312,The Graveyard Book,https://images.gr-assets.com/books/1303859949m/2213661.jpg,11305,9736,fantasy
155,314,"Inkheart (Inkworld, #1)",https://images.gr-assets.com/books/1328866790m/28194.jpg,11305,2452,fantasy
156,319,"City of Lost Souls (The Mortal Instruments, #5)",https://images.gr-assets.com/books/1460477703m/8755776.jpg,11305,5269,fantasy
157,322,Neverwhere,https://images.gr-assets.com/books/1348747943m/14497.jpg,11305,12777,fantasy
159,330,"The Eye of the World (Wheel of Time, #1)",https://images.gr-assets.com/books/1337818095m/228665.jpg,11305,13093,fantasy
161,335,James and the Giant Peach,https://images.gr-assets.com/books/1320412586m/6689.jpg,11305,2132,fantasy
162,337,The Ultimate Hitchhiker's Guide to the Galaxy,https://images.gr-assets.com/books/1404613595m/13.jpg,11305,933,fantasy
164,340,"I Am Number Four (Lorien Legacies, #1)",https://images.gr-assets.com/books/1305807140m/7747374.jpg,11305,1981,fantasy
166,342,The Casual Vacancy,https://images.gr-assets.com/books/1358266832m/13497818.jpg,11305,41,fantasy
167,345,"Eldest (The Inheritance Cycle, #2)",https://images.gr-assets.com/books/1387119654m/45978.jpg,11305,542,fantasy
171,351,"Clockwork Prince (The Infernal Devices, #2)",https://images.gr-assets.com/books/1460477747m/10025305.jpg,11305,5260,fantasy
173,355,"Graceling (Graceling Realm, #1)",https://images.gr-assets.com/books/1331548394m/3236307.jpg,11305,12310,fantasy
174,356,"The Bad Beginning (A Series of Unfortunate Events, #1)",https://images.gr-assets.com/books/1490085391m/78411.jpg,11305,553,fantasy
176,360,Do Androids Dream of Electric Sheep?,https://images.gr-assets.com/books/1435458683m/7082.jpg,11305,325,fantasy
178,364,How the Grinch Stole Christmas!,https://images.gr-assets.com/books/1327958149m/113946.jpg,11305,250,fantasy
179,365,V for Vendetta,https://images.gr-assets.com/books/1343668985m/5805.jpg,11305,192,fantasy
181,368,"The Subtle Knife (His Dark Materials, #2)",https://images.gr-assets.com/books/1451271814m/119324.jpg,11305,11166,fantasy
182,370,"The Red Pyramid (Kane Chronicles, #1)",https://images.gr-assets.com/books/1366227978m/7090447.jpg,11305,4405,fantasy
183,371,Stranger in a Strange Land,https://images.gr-assets.com/books/1156897088m/350.jpg,11305,424,fantasy
184,373,The BFG,https://images.gr-assets.com/books/1327872673m/6319.jpg,11305,2001,fantasy
186,376,"The Death Cure (Maze Runner, #3)",https://images.gr-assets.com/books/1303997647m/7864437.jpg,11305,790,fantasy
187,377,Stardust,https://images.gr-assets.com/books/1459127484m/16793.jpg,11305,14088,fantasy
188,379,"A Discovery of Witches (All Souls Trilogy, #1)",https://images.gr-assets.com/books/1322168805m/8667848.jpg,11305,5809,fantasy
190,384,"Frostbite (Vampire Academy, #2)",https://images.gr-assets.com/books/1361098960m/2282133.jpg,11305,2665,fantasy
192,389,"The Final Empire (Mistborn, #1)",https://images.gr-assets.com/books/1480717416m/68428.jpg,11305,15166,fantasy
194,391,The Lorax,https://images.gr-assets.com/books/1327879938m/7784.jpg,11305,247,fantasy
196,394,"Shadow Kiss (Vampire Academy, #3)",https://images.gr-assets.com/books/1361099049m/2802316.jpg,11305,2397,fantasy
198,399,The Tales of Beedle the Bard,https://images.gr-assets.com/books/1373467575m/3950967.jpg,11305,9004,fantasy
203,415,"Evermore (The Immortals, #1)",https://images.gr-assets.com/books/1362336360m/3975774.jpg,11305,1978,fantasy
204,416,The Witches,https://images.gr-assets.com/books/1351707720m/6327.jpg,11305,1859,fantasy
206,418,"Spirit Bound (Vampire Academy, #5)",https://images.gr-assets.com/books/1291168967m/6479259.jpg,11305,1525,fantasy
207,419,"Blood Promise (Vampire Academy, #4)",https://images.gr-assets.com/books/1442530605m/5996153.jpg,11305,2237,fantasy
208,422,"Harry Potter Boxset (Harry Potter, #1-7)",https://images.gr-assets.com/books/1392579059m/862041.jpg,11305,377,fantasy
211,428,"The Mark of Athena (The Heroes of Olympus, #3)",https://images.gr-assets.com/books/1464201354m/12127750.jpg,11305,4652,fantasy
212,429,"The Color of Magic (Discworld, #1; Rincewind #1)",https://images.gr-assets.com/books/1407111017m/34497.jpg,11305,11255,fantasy
213,430,Kafka on the Shore,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,810,fantasy
214,432,"I, Robot (Robot #0.1)",https://images.gr-assets.com/books/1388321463m/41804.jpg,11305,185,fantasy
216,434,"Crescendo (Hush, Hush, #2)",https://images.gr-assets.com/books/1362408146m/7791997.jpg,11305,1782,fantasy
220,442,Snow Crash,https://images.gr-assets.com/books/1477624625m/830.jpg,11305,325,fantasy
221,444,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,449,fantasy
222,447,"Brisingr (The Inheritance Cycle, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,8937,fantasy
224,450,"Storm Front (The Dresden Files, #1)",https://images.gr-assets.com/books/1419456275m/47212.jpg,11305,8018,fantasy
225,452,"The 5th Wave (The 5th Wave, #1)",https://images.gr-assets.com/books/1359853842m/16101128.jpg,11305,865,fantasy
226,454,If You Give a Mouse a Cookie,https://images.gr-assets.com/books/1276046901m/767680.jpg,11305,99,fantasy
227,457,The Historian,https://images.gr-assets.com/books/1338298031m/10692.jpg,11305,1565,fantasy
228,458,Station Eleven,https://images.gr-assets.com/books/1451446835m/20170404.jpg,11305,406,fantasy
229,460,"Clockwork Princess (The Infernal Devices, #3)",https://images.gr-assets.com/books/1436788488m/18335634.jpg,11305,4755,fantasy
232,466,The Hobbit: Graphic Novel,https://images.gr-assets.com/books/1374681632m/659469.jpg,11305,1697,fantasy
233,467,The Brief Wondrous Life of Oscar Wao,https://images.gr-assets.com/books/1391409748m/297673.jpg,11305,69,fantasy
234,469,Fantastic Beasts and Where to Find Them,https://images.gr-assets.com/books/1303738520m/41899.jpg,11305,104,fantasy
236,480,"The Amber Spyglass (His Dark Materials, #3)",https://images.gr-assets.com/books/1329189152m/18122.jpg,11305,10215,fantasy
237,481,"Wizard's First Rule (Sword of Truth, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,8032,fantasy
238,486,"The City of Ember (Book of Ember, #1)",https://images.gr-assets.com/books/1397931596m/307791.jpg,11305,1533,fantasy
241,491,"Untamed (House of Night, #4)",https://images.gr-assets.com/books/1438037020m/2866718.jpg,11305,1405,fantasy
247,503,"2001: A Space Odyssey (Space Odyssey, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,153,fantasy
248,505,"Left Behind (Left Behind, #1)",https://images.gr-assets.com/books/1406505054m/27523.jpg,11305,231,fantasy
251,510,"The Great Hunt (Wheel of Time, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,8912,fantasy
254,518,Peter Pan,https://images.gr-assets.com/books/1337714526m/34268.jpg,11305,3591,fantasy
255,519,"Pretties (Uglies, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,342,fantasy
256,520,The Wind-Up Bird Chronicle,https://images.gr-assets.com/books/1327872639m/11275.jpg,11305,591,fantasy
257,522,Cloud Atlas,https://images.gr-assets.com/books/1406383769m/49628.jpg,11305,313,fantasy
258,525,"Pandemonium (Delirium, #2)",https://images.gr-assets.com/books/1310371414m/9593911.jpg,11305,509,fantasy
260,527,"Living Dead in Dallas (Sookie Stackhouse, #2)",https://images.gr-assets.com/books/1329501808m/110494.jpg,11305,3049,fantasy
261,528,"The Dragon Reborn (Wheel of Time, #3)",https://images.gr-assets.com/books/1480096580m/34897.jpg,11305,8255,fantasy
262,529,Gulliver's Travels,https://images.gr-assets.com/books/1427829692m/7733.jpg,11305,1624,fantasy
265,535,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",https://images.gr-assets.com/books/1461353773m/8490112.jpg,11305,9152,fantasy
266,536,"Red Queen (Red Queen, #1)",https://images.gr-assets.com/books/1411472322m/17878931.jpg,11305,4089,fantasy
267,540,A Little Princess,https://images.gr-assets.com/books/1327868556m/3008.jpg,11305,62,fantasy
268,542,"The Horse and His Boy (Chronicles of Narnia, #5)",https://images.gr-assets.com/books/1388210968m/84119.jpg,11305,8813,fantasy
269,543,"Last Sacrifice (Vampire Academy, #6)",https://images.gr-assets.com/books/1319850978m/6527740.jpg,11305,883,fantasy
270,545,The Velveteen Rabbit,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,336,fantasy
271,547,The War of the Worlds,https://images.gr-assets.com/books/1320391644m/8909.jpg,11305,398,fantasy
272,549,Corduroy,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,76,fantasy
277,558,"Dead to the World (Sookie Stackhouse, #4)",https://images.gr-assets.com/books/1468561630m/140077.jpg,11305,2679,fantasy
278,561,The Phantom Tollbooth,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,2880,fantasy
279,562,"The Way of Kings (The Stormlight Archive, #1)",https://images.gr-assets.com/books/1388184640m/7235533.jpg,11305,9034,fantasy
280,563,"Club Dead (Sookie Stackhouse, #3)",https://images.gr-assets.com/books/1329501590m/140082.jpg,11305,2768,fantasy
281,565,"The Well of Ascension (Mistborn, #2)",https://images.gr-assets.com/books/1480717596m/68429.jpg,11305,9742,fantasy
282,568,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",https://images.gr-assets.com/books/1327892039m/59960.jpg,11305,123,fantasy
283,569,"The Angel Experiment (Maximum Ride, #1)",https://images.gr-assets.com/books/1339277875m/13152.jpg,11305,1500,fantasy
284,572,"Oryx and Crake (MaddAddam, #1)",https://images.gr-assets.com/books/1494109986m/46756.jpg,11305,568,fantasy
287,577,Tuck Everlasting,https://images.gr-assets.com/books/1445184695m/84981.jpg,11305,2269,fantasy
290,581,"Scarlet (The Lunar Chronicles, #2)",https://images.gr-assets.com/books/1470056982m/13206760.jpg,11305,559,fantasy
292,584,The Magicians (The Magicians #1),https://images.gr-assets.com/books/1313772941m/6101718.jpg,11305,8249,fantasy
294,586,"A Great and Terrible Beauty (Gemma Doyle, #1)",https://images.gr-assets.com/books/1284558475m/3682.jpg,11305,1401,fantasy
295,592,The Master and Margarita,https://images.gr-assets.com/books/1327867963m/117833.jpg,11305,1039,fantasy
296,593,"A Wizard of Earthsea (Earthsea Cycle, #1)",https://images.gr-assets.com/books/1353424536m/13642.jpg,11305,316,fantasy
298,598,"Assassin's Apprentice (Farseer Trilogy, #1)",https://images.gr-assets.com/books/1320339497m/45107.jpg,11305,1767,fantasy
299,599,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,958,fantasy
300,600,"Torment (Fallen, #2)",https://images.gr-assets.com/books/1362339749m/7740152.jpg,11305,1496,fantasy
301,601,The Tale of Peter Rabbit,https://images.gr-assets.com/books/1485118382m/19321.jpg,11305,174,fantasy
302,602,"The Silver Chair (Chronicles of Narnia, #4)",https://images.gr-assets.com/books/1336139237m/65641.jpg,11305,7969,fantasy
303,603,"The Hero of Ages (Mistborn, #3)",https://images.gr-assets.com/books/1480717763m/2767793.jpg,11305,978,fantasy
304,606,Jonathan Livingston Seagull,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,346,fantasy
305,607,"City of Heavenly Fire (The Mortal Instruments, #6)",https://images.gr-assets.com/books/1460477794m/8755785.jpg,11305,4156,fantasy
307,611,The Silmarillion (Middle-Earth Universe),https://images.gr-assets.com/books/1336502583m/7332.jpg,11305,291,fantasy
308,612,"The Drawing of the Three (The Dark Tower, #2)",https://images.gr-assets.com/books/1370918050m/5094.jpg,11305,4851,fantasy
311,620,"The Mists of Avalon (Avalon, #1)",https://images.gr-assets.com/books/1388857089m/402045.jpg,11305,7458,fantasy
312,624,"All Together Dead (Sookie Stackhouse, #7)",https://images.gr-assets.com/books/1417964062m/140075.jpg,11305,2245,fantasy
313,626,The Polar Express,https://images.gr-assets.com/books/1356707942m/420282.jpg,11305,323,fantasy
314,627,The True Story of the 3 Little Pigs,https://images.gr-assets.com/books/1327884731m/125507.jpg,11305,205,fantasy
315,631,"Dead as a Doornail (Sookie Stackhouse, #5)",https://images.gr-assets.com/books/1468562419m/170210.jpg,11305,2444,fantasy
317,633,Starship Troopers,https://images.gr-assets.com/books/1406457252m/17214.jpg,11305,107,fantasy
319,636,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",https://images.gr-assets.com/books/1327904795m/11260526.jpg,11305,45,fantasy
320,637,The Martian Chronicles,https://images.gr-assets.com/books/1374049948m/76778.jpg,11305,441,fantasy
322,641,"The Last Battle (Chronicles of Narnia, #7)",https://images.gr-assets.com/books/1308814830m/84369.jpg,11305,1290,fantasy
324,643,"Chosen (House of Night, #3)",https://images.gr-assets.com/books/1393192825m/1326258.jpg,11305,1526,fantasy
325,645,"Beastly (Beastly, #1; Kendra Chronicles, #1)",https://images.gr-assets.com/books/1334260193m/544891.jpg,11305,2297,fantasy
327,648,"Inheritance (The Inheritance Cycle, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,6456,fantasy
328,649,1Q84,https://images.gr-assets.com/books/1483103331m/10357575.jpg,11305,1189,fantasy
330,652,"Definitely Dead (Sookie Stackhouse, #6)",https://images.gr-assets.com/books/1468562748m/140079.jpg,11305,2332,fantasy
336,666,Anansi Boys,https://images.gr-assets.com/books/1479778049m/2744.jpg,11305,6666,fantasy
337,669,The House of the Spirits,https://images.gr-assets.com/books/1358615501m/9328.jpg,11305,339,fantasy
340,682,Jonathan Strange & Mr Norrell,https://images.gr-assets.com/books/1357027589m/14201.jpg,11305,8539,fantasy
341,684,"The House of Hades (The Heroes of Olympus, #4)",https://images.gr-assets.com/books/1464201430m/12127810.jpg,11305,3940,fantasy
350,711,"Unwind (Unwind, #1)",https://images.gr-assets.com/books/1297677706m/764347.jpg,11305,504,fantasy
353,717,The Hunger Games: Official Illustrated Movie Companion,https://images.gr-assets.com/books/1363678804m/11742691.jpg,11305,33,fantasy
354,720,"Bleach, Volume 01",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,275,fantasy
355,722,"The Shadow Rising (Wheel of Time, #4)",https://images.gr-assets.com/books/1470841890m/9539.jpg,11305,7356,fantasy
356,724,"From Dead to Worse (Sookie Stackhouse, #8)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,2138,fantasy
357,725,"The Waste Lands (The Dark Tower, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11305,4105,fantasy
359,729,"Hyperion (Hyperion Cantos, #1)",https://images.gr-assets.com/books/1405546838m/77566.jpg,11305,746,fantasy
361,732,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",https://images.gr-assets.com/books/1274335680m/7937462.jpg,11305,1964,fantasy
362,735,Batman: The Killing Joke,https://images.gr-assets.com/books/1346331835m/96358.jpg,11305,100,fantasy
363,738,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",https://images.gr-assets.com/books/1351191064m/9822.jpg,11305,1377,fantasy
